name,visit
Túpac Amaru II,7783
Andrés Segovia,7780
Itumeleng Khune,7774
Simon Magus,7771
Fernando Verdasco,7769
Haakon VII of Norway,7765
Tunku Abdul Rahman,7765
Chaim Weizmann,7765
Umberto II of Italy,7760
Albert Riera,7759
Matthias Corvinus of Hungary,7756
Arne Friedrich,7752
Jascha Heifetz,7748
Hans Arp,7748
Miguel de Unamuno,7747
Pola Negri,7747
Cesária Évora,7745
Nílton Santos,7735
Justine Henin,7732
Maximinus Thrax,7729
Philippe Senderos,7728
Oswald Spengler,7721
Kim Clijsters,7720
Mark Rutte,7719
Robin Söderling,7714
Yasunari Kawabata,7709
Gustav Kirchhoff,7709
Filippo Tommaso Marinetti,7705
Takeda Shingen,7702
Brad Guzan,7693
Andre Geim,7691
John Archibald Wheeler,7685
Timo Hildebrand,7683
Tiziano Ferro,7682
Vasilis Torosidis,7682
Christian Abbiati,7674
Megawati Sukarnoputri,7670
Siad Barre,7668
Liu Shaoqi,7667
Roy Makaay,7664
Anton Webern,7664
Stamford Raffles,7656
Mstislav Rostropovich,7647
Andoni Zubizarreta,7647
Mario Benedetti,7639
Blake Clark,7639
Pierre de Coubertin,7639
Subutai,7636
Ernő Rubik,7634
Damien Duff,7631
Karl Pearson,7627
Helen Clark,7624
Faustyna Kowalska,7624
Ilan Ramon,7622
Vito Mannone,7622
Tove Jansson,7621
Jóhanna Sigurðardóttir,7613
Jehoshaphat,7611
Comenius,7607
Marco Hietala,7606
Robert Moog,7603
Edgard Varèse,7602
Péter Lékó,7602
Juvénal Habyarimana,7596
Émilie du Châtelet,7590
Jean-Jacques Dessalines,7589
Costa Gavras,7584
Shinya Yamanaka,7579
Yulia Volkova,7578
Jean Vianney,7575
Portia Simpson-Miller,7571
Kitaro,7569
Jelena Janković,7569
Lope de Vega,7567
Taye Ismaila Taiwo,7566
Laurent-Désiré Kabila,7562
Jussi Jääskeläinen,7548
Piri Reis,7548
Johann Gottlieb Fichte,7547
Carl Zeiss,7543
Salif Keïta,7540
Thomas Gravesen,7530
Roger Glover,7530
Maria Kirilenko,7529
Louis VII of France,7527
Maurice Wilkins,7520
Jöns Jacob Berzelius,7520
Daniel González Güiza,7513
Paolo Rossi,7510
Andrea Barzagli,7510
Vittorio de Sica,7510
J. L. Austin,7508
Khalid of Saudi Arabia,7506
Emmanuel Eboué,7505
Kim Dae-jung,7504
Herman Hollerith,7501
Leo Fender,7499
Allyson Felix,7499
Jean Alesi,7495
Henning Mankell,7491
Antonio Meucci,7480
Gyanendra of Nepal,7475
Bernard Lewis,7468
Dragan Stojković,7468
Ali Abdullah Saleh,7468
James I of Scotland,7467
Hamit Altıntop,7465
Emperor Taizong of Tang,7458
Basil of Caesarea,7441
Savo Milošević,7440
Marcell Jansen,7438
Ian Paice,7432
Georges Pompidou,7431
Lisandro López,7426
Mladen Petrić,7424
Pablo Casals,7422
Goran Ivanišević,7416
Theofanis Gekas,7416
Dimitris Salpigidis,7415
Ward Cunningham,7413
Sherwood Anderson,7408
Ryan Nelsen,7408
Ibn Arabi,7403
Francis Picabia,7402
Roger Zelazny,7399
Georges Simenon,7387
Felix Edmundovich Dzerzhinsky,7386
Thomas Anders,7384
Nikola Žigić,7379
Japheth,7379
Hendrik Frensch Verwoerd,7377
Ludwig Beck,7375
Jean Makoun,7374
Mumtaz Mahal,7370
Arturo Toscanini,7370
Álvaro Recoba,7369
Baudouin of Belgium,7368
Nikolai Bukharin,7367
Louis Leakey,7364
Fatih Terim,7358
Edward Higgins White,7358
Dokka Umarov,7355
José Ortega y Gasset,7355
Leon Osman,7348
Samora Machel,7346
Ismail I,7346
Jennifer Capriati,7343
Phil Hill,7342
Dominic Howard,7342
Friedrich Wilhelm Murnau,7339
Patrick Pearse,7338
Don Carlo Gesualdo,7338
Iannis Xenakis,7326
Agustín de Iturbide,7323
Zoran Tošić,7318
Mauro Camoranesi,7317
Isaias Afewerki,7317
George Cukor,7317
Arthur Stanley Eddington,7311
Sylvain Wiltord,7308
Henry Fuseli,7305
Sweyn I of Denmark,7302
Anne of Denmark,7295
Sviatoslav Richter,7292
Jerome K. Jerome,7292
Jack Kilby,7286
Walter Samuel,7275
Ismail Kadare,7275
Carlos Bocanegra,7274
Patricia Kaas,7272
Lev Landau,7269
Martin Schulz,7268
Pope Sixtus IV,7268
Juvenal,7264
Karl Jaspers,7263
Sergei Diaghilev,7260
Łukasz Fabiański,7259
Donald Tusk,7257
Farinelli,7255
Augustin Louis Cauchy,7247
Oliver Goldsmith,7243
Hanna Reitsch,7240
Túpac Amaru,7239
Elbridge Gerry,7236
Martin Kelly,7226
Tim Henman,7225
Alberto Aquilani,7218
André Malraux,7214
Alan Parker,7212
Joseph Banks,7205
Uesugi Kenshin,7200
Anaxagoras,7199
Robert Doisneau,7198
Hendrik Lorentz,7197
Richard Sorge,7186
Nnamdi Azikiwe,7183
Edward Burnett Tylor,7183
Jean-Philippe Rameau,7173
Basil II,7167
Frederick I of Prussia,7166
Getúlio Vargas,7162
Vojislav Šešelj,7159
Procopius,7158
Sergey Korolyov,7157
Lucius Verus,7155
Ferdinand I of Austria,7136
Bernd Schuster,7128
Albert I of Belgium,7122
Uwe Seeler,7122
Roman Jakobson,7118
Mathieu Kassovitz,7118
Abebe Bikila,7115
William Crookes,7113
Laurence Sterne,7111
Joseph Addison,7109
Antonio Canova,7106
Arthur Seyss-Inquart,7102
Otho,7099
Aribert Heim,7096
Gabriel Obertan,7093
Norodom Sihamoni,7090
Kamui Kobayashi,7085
Mansur Al-Hallaj,7077
Jerzy Dudek,7074
Antonio Machado,7069
Atsuto Uchida,7063
Heinrich Cornelius Agrippa,7056
François-René de Chateaubriand,7046
Andrés Guardado,7034
Gustaf VI Adolf of Sweden,7033
João Gilberto,7030
Dieter Bohlen,7029
Elena Paparizou,7028
Rigobert Song,7026
Kieron Dyer,7017
Ludwig Andreas Feuerbach,7017
Fabio Grosso,7015
Rehoboam,7013
Pierre Laval,7011
Petra Kvitová,7001
Leymah Gbowee,7001
Luigi Boccherini,6999
Gerrit Rietveld,6996
Hans Bethe,6995
Massimo Ambrosini,6988
Allan Simonsen,6985
Edmund Ironside,6985
Robert Ley,6984
Alexios I Komnenos,6983
Richard Cromwell,6982
Bobby Zamora,6982
Eoin Colfer,6980
Frederick William III of Prussia,6978
Alexander Suvorov,6973
Domenico Criscito,6971
Victoriano Huerta,6970
Bonaventure,6969
Marie de' Medici,6969
Jody Scheckter,6968
Paul Feyerabend,6967
Edward Hallett Carr,6961
Giovanni Pico della Mirandola,6955
William Rowan Hamilton,6949
Dinara Safina,6944
Baron Haussmann,6943
Antonis Samaras,6938
John Galsworthy,6937
Matthias Sammer,6935
Anastasio Somoza Debayle,6934
René Adler,6928
John Fowles,6928
Theophrastus,6928
Eljero Elia,6922
Vitellius,6922
Valon Behrami,6920
François Ozon,6920
Pope Linus,6918
José Bosingwa,6915
Numa Pompilius,6915
Vincenzo Montella,6913
Youri Djorkaeff,6910
Nick Heidfeld,6907
Дима Билан,6905
Mario Monti,6899
César Franck,6896
Walter Ulbricht,6894
Abdullah Öcalan,6889
Samantha Stosur,6886
Craig Gordon,6885
Richard Holbrooke,6883
Steve Mandanda,6881
Joseph Yobo,6881
Kurt von Schleicher,6880
Daniel arap Moi,6879
Vasyl Ivanchuk,6877
Toše Proeski,6877
Constantine I of Greece,6876
J. B. S. Haldane,6876
Emiliano Insua,6870
Martin Gardner,6869
Hiram Bingham III,6869
Mario Yepes,6867
Ali Karimi,6864
A.J. Ayer,6857
Benedikt Höwedes,6852
Robert II of Scotland,6850
Baldur von Schirach,6847
Simon the Zealot,6846
Janick Gers,6845
Ferry Corsten,6843
Saint Matthias,6838
Siphiwe Tshabalala,6837
Mary McAleese,6837
Philip Warren Anderson,6835
Nicholas Roerich,6817
Grand Duke Michael Alexandrovich of Russia,6816
Jacques Prévert,6806
Gerhard Berger,6805
Arnold Sommerfeld,6797
Margaret Smith Court,6797
Matteo Ricci,6795
Giulio Andreotti,6794
John Heitinga,6794
Charles Gounod,6792
Servius Tullius,6788
Allan Kardec,6787
Ludwig I of Bavaria,6787
Aimé Césaire,6783
Željko Joksimović,6783
Uli Hoeneß,6783
Ehud Olmert,6777
Wilhelm Steinitz,6777
Harrison Schmitt,6773
Aldo Moro,6771
Tsung-Dao Lee,6768
Charles XIV John of Sweden,6767
Edgar F. Codd,6767
Cordell Hull,6765
Claude Lorrain,6757
Fredrik Reinfeldt,6756
Andrea Mantegna,6749
Santiago Ramón y Cajal,6745
Christian Karembeu,6743
Batu Khan,6738
Luis Alvarez,6738
Belshazzar,6737
Robert Prosinečki,6732
Taras Shevchenko,6726
Oliver Bierhoff,6724
Wilhelm Frick,6718
William Dampier,6714
Rasmus Lerdorf,6713
Sabine Lisicki,6711
Ludovic Giuly,6706
Zhao Ziyang,6705
Viktor Orbán,6702
Roch,6700
Erasmus Darwin,6698
Jordi Cruyff,6697
José Luis Rodríguez Zapatero,6696
Aung San,6686
Pavel Pogrebnyak,6685
Ruth Benedict,6684
Karel Čapek,6679
Raymond Kopa,6678
Pope Symmachus,6675
Pope Leo III,6674
Mahmud II,6670
Stiliyan Petrov,6670
Anna of Russia,6668
Ivan Perisic,6667
Jean Todt,6665
Marcel Mauss,6665
Alessandro Diamanti,6665
Melanie Klein,6665
James Lovelock,6661
Dario Fo,6659
Will Champion,6658
Mahmoud Darwish,6651
Kiran Desai,6650
Tokugawa Yoshinobu,6650
Cosimo de' Medici,6644
Bogdan Lobonţ,6631
Andrew S. Tanenbaum,6630
Cicinho,6630
Jean-Marc Ayrault,6625
William Boeing,6619
Maria Theresa of Spain,6615
Yoichiro Nambu,6613
Ernst Mach,6603
Boris Godunov,6602
Atom Egoyan,6599
Adam Mickiewicz,6599
Paolo Veronese,6595
Ronald Ross,6592
Max Müller,6589
Ignacy Jan Paderewski,6586
Jonás Gutiérrez,6586
Pachacuti,6584
Álvaro Uribe,6583
Jack Brabham,6580
Abu Sufyan ibn Harb,6575
Monica Vitti,6575
John Surtees,6565
Catiline,6563
Simone Pepe,6563
Henry the Young King,6559
Moses Mendelssohn,6556
Milton Obote,6553
Gilad Shalit,6551
Anders Fogh Rasmussen,6549
Muhammad Ahmad,6544
Sima Qian,6540
Mihai Eminescu,6540
Kirsan Ilyumzhinov,6538
Frédéric Bastiat,6536
Manuel de Falla,6531
Dana International,6528
Eliphas Levi,6528
Isaac Albéniz,6522
Frederick VI of Denmark,6521
Peter II of Yugoslavia,6516
Lucas Cranach the Elder,6512
Melvil Dewey,6512
Petronius,6512
"Horace Walpole, 4th Earl of Orford",6511
Bayezid II,6508
Augustine of Canterbury,6507
Guillaume de Machaut,6505
Lee Myung-bak,6504
Gustave Moreau,6504
George Edward Moore,6501
Thomas Newcomen,6500
Fernanda Montenegro,6499
Urby Emanuelson,6493
Marie Tussaud,6492
Max Stirner,6489
Inigo Jones,6486
Wisława Szymborska,6483
Eren Derdiyok,6482
Anna Magnani,6481
Jean Dubuffet,6475
Severiano Ballesteros,6472
Michel Vorm,6467
Wally Schirra,6461
Hadise,6460
Aleksei Leonov,6458
Geoffrey of Monmouth,6454
Robert Solow,6453
Slaven Bilić,6451
Shamil Basayev,6449
Poul Anderson,6449
Lee Chung-yong,6447
Mateja Kežman,6446
Leon M. Lederman,6438
Frederick William IV of Prussia,6431
Leoš Janáček,6428
Elmer Bernstein,6416
Alan Dzagoev,6412
Élisabeth-Louise Vigée Le Brun,6411
Manuel Zelaya,6408
William Wyler,6406
Boris Vian,6405
Diophantus,6402
Julian the Apostate,6395
Luis Barragán,6394
Frédéric Auguste Bartholdi,6390
Will Eisner,6388
João Goulart,6388
Aspasia,6386
Gorgias,6385
Vasily Smyslov,6383
Gerolamo Cardano,6382
Mikhail Lermontov,6380
Ollanta Humala,6379
Patrick Rafter,6379
Fernand Braudel,6377
Henryk Sienkiewicz,6377
Jochen Rindt,6371
Frederick William II of Prussia,6369
Juan de la Cruz Ramos Cano,6358
Gilbert N. Lewis,6358
Benedict Anderson,6356
Gianluca Vialli,6356
Thomas Malory,6355
David I of Scotland,6350
René Goscinny,6348
Bartolomé Estéban Murillo,6345
Anders Zorn,6339
Sepp Dietrich,6336
Imre Nagy,6334
Vincenzo Iaquinta,6333
Ottmar Hitzfeld,6332
Valens,6331
Dio Cassius,6331
Gurbanguly Berdimuhammedow,6327
Janusz Korczak,6327
Mozi,6323
Jim Courier,6317
Sofia Kovalevskaya,6310
Christian Poulsen,6310
William Lawrence Bragg,6308
Antonio Puerta,6307
Ferdowsi,6306
"Thubten Gyatso, 13th Dalai Lama",6306
Christian Lorenz,6302
Hua Guofeng,6301
Michel Piccoli,6300
Vedran Ćorluka,6298
Enzo Francescoli,6296
Claudio Caniggia,6294
Edgar the Peaceful of England,6293
Marshall Allman,6292
Cesare Prandelli,6288
Edgar Ætheling,6288
Stephan Lichtsteiner,6287
Mwai Kibaki,6285
Engelbert Humperdinck,6279
Mehmed V,6276
Igor Akinfeev,6274
Hakan Şükür,6270
Ambroise Paré,6264
Djalma Santos,6264
Sergio Canales,6262
Andrey Arshavin,6260
Federico Balzaretti,6260
David Scott,6259
Laura Chinchilla,6257
Barry Marshall,6257
Abbot Suger,6256
Kieran Richardson,6252
Horemheb,6250
Samudragupta,6248
John O'Shea,6247
Emomali Rahmonov,6244
Jacob Grimm,6244
Robert Bunsen,6242
Sophie Germain,6241
Maya Plisetskaya,6238
Æthelwulf of Wessex,6237
Stéphane Mallarmé,6233
Julian Huxley,6233
Emil Cioran,6232
Jefferson Farfán,6230
Gérard Houllier,6224
Valery Gergiev,6222
Cuauhtémoc,6221
Pierre Corneille,6215
Constantius II,6215
Mikhail Lomonosov,6214
Menelek II of Ethiopia,6210
Traian Băsescu,6202
James II of Scotland,6202
Jörg Haider,6199
Mira Furlan,6195
Vitus Bering,6191
Jean Monnet,6187
Gaston Leroux,6183
Kevin Kurányi,6176
Léopold Sédar Senghor,6175
Grigory Zinoviev,6174
Daniel Auteuil,6173
Fernando Redondo,6173
George Smoot,6171
Louis VIII of France,6171
Simeon Saxe-Coburg-Gotha,6170
Minamoto no Yoshitsune,6168
Dr. Alban,6165
Dino Zoff,6161
Dunga,6160
Jacques Necker,6158
Abdullah I of Jordan,6154
Joseph Henry,6151
Andrei Rublev,6148
Luis Suárez Miramontes,6145
Louis Agassiz,6143
Álvaro Obregón,6140
Georges Perec,6139
Nadezhda Konstantinovna Krupskaya,6137
Lawrence Durrell,6135
Pascal Chimbonda,6132
Fanny Ardant,6129
Alberto Contador,6128
Melanie Chisholm,6126
Dejan Savićević,6121
Muqtada al-Sadr,6120
Samir Handanovič,6117
Wilson Palacios,6117
Infanta Leonor of Spain,6108
Wojciech Jaruzelski,6106
Roh Moo-hyun,6102
Sofonisba Anguissola,6101
George Grenville,6101
Justin Gatlin,6100
Joaquín Rodrigo,6095
Charles Hard Townes,6093
Richard Burns,6093
John III of Portugal,6088
Hans-Georg Gadamer,6088
Giuseppe Tornatore,6084
A. J. Cronin,6081
Edward the Martyr,6078
Philippa of Hainault,6074
Chiang Ching-kuo,6070
Pope Adrian VI,6064
Peisistratos,6060
Lindsay Davenport,6059
Stanisław Marcin Ulam,6058
Prince Eugene of Savoy,6058
Fakhruddin Ali Ahmed,6056
Paul Biya,6052
Hassan II of Morocco,6050
Larry Wall,6048
Jan Koller,6041
Morgan Tsvangirai,6040
G. Stanley Hall,6038
Lawrence Alma-Tadema,6036
Pierre Bonnard,6035
Martial,6033
Ananda Mahidol,6031
Bayezid I,6029
Giambattista Vico,6028
Eduardo Galeano,6028
Harthacanute,6028
Robert Fisk,6023
Leonardo Araújo,6023
Friedrich Daniel Ernst Schleiermacher,6019
Bertie Ahern,6017
Pope Anastasius II,6014
Jorge Rafael Videla,6013
Stephanie Rice,6011
Angelos Charisteas,6007
Alexey Pazhitnov,6006
Apollonius of Tyana,6005
Masahiko Kimura,6004
John Isner,6002
Lev Kamenev,6001
Anne-Sophie Mutter,5992
Jean-Baptiste-Siméon Chardin,5982
Giuseppe Meazza,5976
Guido Westerwelle,5976
Miguel Indurain,5974
Oscar II of Sweden,5973
Carl Wilhelm Scheele,5971
Robert Wise,5970
Alexey Kosygin,5968
Alben W. Barkley,5968
David Bryan,5965
Nadia Petrova,5964
Bernard Parker,5964
Scott Carson,5963
Niklas Luhmann,5962
Ruslan Ponomariov,5962
Fritz Kreisler,5962
Raila Odinga,5958
Johann Christian Bach,5958
Giorgione,5956
Theo van Doesburg,5955
Jérémy Toulalan,5946
Mark González,5940
Kgalema Motlhanthe,5931
Arne Jacobsen,5930
Martti Ahtisaari,5930
Gustave Le Bon,5930
Fabius Maximus,5929
Richard Dunne,5928
Heydar Aliyev,5926
Makoto Hasebe,5922
Mehmet Ali Ağca,5920
King Scorpion,5914
Georg Lukács,5908
Rui Patrício,5903
Erich von Stroheim,5896
Czesław Miłosz,5896
Eduard Shevardnadze,5886
William I of the Netherlands,5885
Chavela Vargas,5882
Sotiris Ninis,5882
Eugene Wigner,5880
Henrique Hilário,5876
Cambyses II of Persia,5873
Möngke Khan,5870
Toto Cutugno,5869
Viktor Korchnoi,5860
Muzio Clementi,5857
Georg Solti,5856
Muhammad ibn Jarir al-Tabari,5855
Paul Celan,5848
Abdülmecid II,5847
Artaxerxes I of Persia,5846
Alexander Severus,5846
Akechi Mitsuhide,5845
Sergei Bubka,5843
John III Sobieski,5842
Mir-Hossein Mousavi,5842
Andrey Kolmogorov,5839
William Holman Hunt,5837
Juan Rulfo,5835
Roger van der Weyden,5834
Jean Marais,5824
Sergei Yesenin,5822
August von Mackensen,5822
Niels Henrik Abel,5811
Günther von Kluge,5811
Nikita Mikhalkov,5811
Mario Kempes,5805
Michael Ende,5801
Santiago Cañizares,5798
Christian Wulff,5796
Gebhard Leberecht von Blücher,5787
Zedekiah,5786
Louis VI of France,5786
Charles K. Kao,5783
Manuel I of Portugal,5781
Shane Smeltz,5780
Paul of Greece,5779
Alfonso X of Castile,5777
Viktor Troicki,5773
Leon Cooper,5769
Theodoric the Great,5763
Phillip Cocu,5761
Ferdinand de Lesseps,5760
Novalis,5760
Elfriede Jelinek,5760
Lech Kaczyński,5759
Abbas I of Persia,5758
Hamilcar Barca,5753
Kliment Voroshilov,5751
Winsor McCay,5746
Nigel Reo-Coker,5745
R. Venkataraman,5742
Cimabue,5741
Imre Lakatos,5736
Jarno Trulli,5734
Steve Redgrave,5728
Emil Zátopek,5723
Alfredo Stroessner,5721
Cyrus Vance,5717
Kim Stanley Robinson,5716
Dziga Vertov,5716
Samuel Hahnemann,5714
Bronisław Komorowski,5713
Tomasz Kuszczak,5711
Tomaso Albinoni,5708
Tadamichi Kuribayashi,5708
Chandrika Kumaratunga,5708
Minamoto no Yoritomo,5703
Mahamadou Diarra,5701
Ahmed I,5699
Alessandro Costacurta,5698
Giacomo Leopardi,5694
James III of Scotland,5692
Stephen I of Hungary,5692
Paul Valéry,5688
Philip the Arab,5687
"Charles I, Duke of Burgundy",5685
Oriana Fallaci,5681
Stefan Effenberg,5679
Ramón Mercader,5676
Mame Biram Diouf,5674
Antonio Nocerino,5672
Christoph Metzelder,5665
Moritz Bleibtreu,5665
Sholem Aleichem,5662
Sabbatai Zevi,5657
Elif Şafak,5653
Manuel II of Portugal,5651
Denílson Pereira Neves,5649
Matilda of Flanders,5645
Albrecht von Wallenstein,5640
Daniela Hantuchová,5640
Valéry Giscard d'Estaing,5639
Abdurrahman Wahid,5635
Clyde Tombaugh,5634
Andrew Bonar Law,5633
Colleen McCullough,5630
Alexander Berkman,5629
Vladimir Ashkenazy,5620
Míkis Theodorakis,5620
Dado Pršo,5617
Ottorino Respighi,5616
Sali Berisha,5613
Jean-François Champollion,5612
Kenneth Kaunda,5606
Vladimir Zhirinovsky,5605
Andrey Markov,5601
Gustav III of Sweden,5601
Mohammed Daoud Khan,5600
Ernesto Zedillo,5593
Jean Nouvel,5586
Horst Wessel,5584
Sextus Empiricus,5583
Gerardus Mercator,5582
Íngrid Betancourt,5579
Donato Bramante,5578
Arrigo Sacchi,5577
Chen Guangcheng,5570
Carlos Alberto Torres,5567
Charles IV of Spain,5563
Max Bruch,5562
Paul Ricœur,5559
Luis Aragonés,5558
James Ensor,5557
Pope Benedict IX,5554
Itō Hirobumi,5552
Heinrich Böll,5550
Anastas Mikoyan,5549
Tommy Haas,5548
Janet Gaynor,5547
Alexander Dubček,5543
Sneferu,5542
Egon Krenz,5539
Thomas Bernhard,5537
Cesare Maldini,5532
Rafic Hariri,5525
Edmund I of England,5521
Avraham Grant,5519
Friedrich Wilhelm Joseph Schelling,5518
Robert Schuman,5514
Richard Meier,5513
Decius,5509
Felix Magath,5507
Nicolás Burdisso,5505
Mats Wilander,5503
Paolo Uccello,5500
Abu al-Qasim,5499
Hastings Banda,5498
John Demjanjuk,5491
John Aloisi,5489
Otto Lilienthal,5483
Vladimir Zworykin,5481
John Boyd Dunlop,5479
Marc Albrighton,5478
Pope Innocent VIII,5475
Robert Huth,5474
Ryunosuke Akutagawa,5472
Lucius Junius Brutus,5471
Burhanuddin Rabbani,5470
Charles Simonyi,5470
Michael Sata,5469
Anton Drexler,5468
Juan Manuel de Rosas,5467
Ernst Jünger,5466
Sir Arthur Sullivan,5465
Karl Landsteiner,5464
Claude Bernard,5462
Christoph Schneider,5462
Nestor Makhno,5460
Diego Contento,5460
Kostas Katsouranis,5455
Niklaus Wirth,5454
Duncan I of Scotland,5454
Mohammed Waheed Hassan,5453
Stéphane Grappelli,5448
Juan Sebastián Elcano,5447
John Herschel,5441
Ludwig Erhard,5440
Gaius Gracchus,5439
Pertinax,5438
Matthew Upson,5423
Thutmose I,5422
Athanasius Kircher,5420
Polykleitos,5420
Quintilian,5413
Zoltán Kodály,5413
Laurent Gbagbo,5410
Ariel Ortega,5410
Fernando Henrique Cardoso,5410
Sidney Govou,5409
Charles V of France,5401
Konstantin Rokossovsky,5400
Miltiades the Younger,5400
Pyotr Stolypin,5395
Andrea del Verrocchio,5394
Guillaume Depardieu,5391
Jan Baptist van Helmont,5391
Luis González,5389
Peter II of Russia,5385
Nikolay Davydenko,5380
Ivan VI of Russia,5374
Umar II,5373
Alcuin,5371
Anne Louise Germaine de Staël,5371
Evonne Goolagong,5368
Max Horkheimer,5364
Patrick White,5362
Sergey Kirov,5362
Éric Rohmer,5362
Herta Müller,5359
Muhammad ibn Idris ash-Shafi`i,5357
Andriy Voronin,5356
Elias Canetti,5355
Charles Curtis,5354
Lhasa de Sela,5354
Olga of Kiev,5354
Elano Blumer,5354
Victor Fleming,5352
Yasuhito Endo,5352
Diego Godín,5351
Georges Brassens,5351
Gustavo Adolfo Bécquer,5350
Amos Oz,5346
Sun Yang,5345
Joseph Louis Gay-Lussac,5344
Jens Stoltenberg,5341
Jay Spearing,5338
Abdullah Ahmad Badawi,5336
Robert Bosch,5336
William III of the Netherlands,5334
Albert Sabin,5331
Fedor von Bock,5331
Zhores Ivanovich Alferov,5327
Florence Griffith-Joyner,5326
Alois Alzheimer,5321
Samuel Richardson,5319
Ronald de Boer,5319
Mathias Rust,5318
Leopold von Ranke,5315
Guillaume Dufay,5313
Ludwig III of Bavaria,5310
Feodor I of Russia,5309
Paul Muni,5309
Giovanni Battista Tiepolo,5307
Théophile Gautier,5305
Torsten Frings,5300
Georges de La Tour,5299
Johann Strauss I,5298
William Styron,5292
Ані Лорак,5291
Colin Greenwood,5288
Jean Gabin,5286
Ruslana,5281
Cyril of Alexandria,5275
Simon Kjær,5274
Alija Izetbegović,5272
Nasir al-Din Tusi,5270
Silvestre Varela,5269
Thespis,5266
Carl Barks,5266
Saint Blaise,5261
Ja'far al-Sadiq,5260
Thomas Schelling,5257
Panchen Lama,5256
George Enescu,5254
Charles Pic,5251
Oliver Heaviside,5250
Míchel Salgado,5249
Abdülmecid,5247
Mikhail Tukhachevsky,5242
William Ramsay,5240
Henryk Górecki,5240
Marco Pantani,5239
Howard Walter Florey,5233
John II of France,5233
Praxiteles,5229
Aravind Adiga,5229
Carl van Vechten,5228
Artem Milevskiy,5228
Abd al-Malik,5226
Kenwyne Jones,5225
Alfred Schnittke,5223
William II of the Netherlands,5221
Andreas Baader,5212
Aleksandr Kolchak,5209
Ramon Llull,5208
John of Damascus,5208
Fu Hsi,5205
Timo Glock,5201
Milarepa,5196
Alvaro Pereira,5192
Cornelia Funke,5183
Yousaf Raza Gillani,5182
Kakha Kaladze,5179
Anaximenes of Miletus,5177
Cassander,5174
John Hunyadi,5174
Wilhelm von Humboldt,5173
Mehmed III,5172
Filippo Lippi,5167
Heiko Westermann,5166
John Venn,5165
Alexander III of Scotland,5161
Karl-Theodor zu Guttenberg,5159
Claude Chabrol,5151
Joan Capdevila,5148
Predrag Mijatović,5144
Ernest Renan,5143
José María Aznar,5143
Eric S. Raymond,5137
Ali Hassan al-Majid,5137
Raoul Dufy,5137
Roy J. Glauber,5133
Max Liebermann,5132
Johann Bernoulli,5130
Larissa Latynina,5128
İsmail Enver,5125
Funakoshi Gichin,5125
Andrei Gromyko,5124
C. A. R. Hoare,5123
David Pizarro,5122
Menander,5117
Soseki Natsume,5111
Jigme Singye Wangchuck,5110
Antony Hewish,5107
Francisco Tárrega,5104
Edvard Beneš,5101
Báb,5100
Alexei Alexeyevich Abrikosov,5099
Ernst Mayr,5099
Franjo Tuđman,5096
Jeffrén Suárez,5095
Ron-Robert Zieler,5094
Nicolas Léonard Sadi Carnot,5091
Pelagius,5091
Oliver Riedel,5089
Erhard Milch,5087
Jon Dahl Tomasson,5086
Romain Gary,5085
Leo Esaki,5085
Arthur Evans,5084
Arnaldur Indriðason,5082
William R. King,5078
Umberto I of Italy,5078
Domenico Ghirlandaio,5075
Lazar Kaganovich,5075
Jan van Riebeeck,5073
Giovanni Gabrieli,5070
Francesco Borromini,5066
Dorothy Crowfoot Hodgkin,5063
Nguyễn Tấn Dũng,5060
Richard Owen,5059
Galeazzo Ciano,5058
Han Fei,5056
Amauri,5053
Floyd Landis,5052
Suryavarman II,5049
Steve Finnan,5048
Camilo Cienfuegos,5046
Vittorio Gassman,5044
Antonio Negri,5037
Agnolo di Cosimo,5036
Alexander IV of Macedon,5036
John Robert Schrieffer,5035
Mary Pierce,5035
Aleksandr Kerzhakov,5035
Mikhail Glinka,5032
Giulietta Masina,5031
Alfonso XII of Spain,5030
Adnan Menderes,5029
Daniel Cohn-Bendit,5029
Paul Landers,5028
Maximian,5028
Pope Pius V,5024
Martinus J. G. Veltman,5023
Chun Doo-hwan,5023
Schuyler Colfax,5020
Karl May,5020
Xun Zi,5019
Emil Jannings,5015
Dalia Grybauskaitė,5015
Burton Richter,5013
Mario J. Molina,5011
Melina Mercouri,5010
Fabian Cancellara,5008
Maurice Jarre,5002
Sébastien Squillaci,5000
Darron Gibson,4996
Hans Blix,4989
James Irwin,4988
Dominique de Villepin,4987
Ivar Giaever,4986
Donald A. Glaser,4980
François Couperin,4976
Baibars,4973
Jan Vennegoor of Hesselink,4973
Victor Horta,4971
Du Fu,4969
Ne Win,4969
Jean-Baptiste Say,4968
George E. Smith,4968
Mehmet Scholl,4967
George Papandreou jr.,4967
Anton Rubinstein,4965
Ralph Bunche,4964
Terah,4964
Sergei Witte,4961
Raymond Domenech,4961
Wat Tyler,4959
Jack Steinberger,4956
Darius Milhaud,4956
Alou Diarra,4956
Amenhotep I,4955
Jean-Pierre Léaud,4954
Zé Roberto,4952
Amália Rodrigues,4952
Alessandro Scarlatti,4951
Marwan I,4949
Kenzaburō Ōe,4947
Jacob Bernoulli,4947
Dési Bouterse,4945
Riccardo Giacconi,4943
Jafar Panahi,4942
Trofim Lysenko,4941
Michel Sulaiman,4938
Carlo Collodi,4934
İsmet İnönü,4932
Youssou N'Dour,4930
Siegfried Lenz,4929
